,X-Coord,Z-Coord,Bearing,Speed,Current State,,,,,,,,,,,,,,,,,,
31.008,27.04740981,26.10958838,1.249888294,4.566905718,0,,,,,,,,,,,,,,,,,33.3081983,-17.41588831
31.04,26.9038041,26.15723753,1.249913384,4.728265192,0,,,,,,,,,,,,,,,,,33.30768406,-17.26491105
31.072,26.75530073,26.20650247,1.249938643,4.889431057,0,,,,,,,,,,,,,,,,,33.30716319,-17.10878342
31.104,26.60190531,26.25737944,1.249964072,5.050393259,0,,,,,,,,,,,,,,,,,33.30663437,-16.9475118
31.136,26.4436238,26.30986492,1.249989721,5.211143871,0,,,,,,,,,,,,,,,,,33.30609574,-16.78110461
31.168,26.2804625,26.36395565,1.250015691,5.371676171,0,,,,,,,,,,,,,,,,,33.30554505,-16.60957211
31.2,26.11242797,26.41964863,1.250042124,5.531983911,0,,,,,,,,,,,,,,,,,33.30497973,-16.43292616
31.232,25.93952706,26.47694101,1.250069189,5.692060755,0,,,,,,,,,,,,,,,,,33.30439714,-16.25117978
31.264,25.76176688,26.53583007,1.250097072,5.851899862,0,,,,,,,,,,,,,,,,,33.3037947,-16.06434675
31.296,25.57915482,26.59631316,1.250125959,6.011493592,0,,,,,,,,,,,,,,,,,33.30317018,-15.8724411
31.328,25.39169858,26.65838764,1.250156022,6.170833308,0,,,,,,,,,,,,,,,,,33.30252177,-15.67547677
31.36,25.19940615,26.72205082,1.250187416,6.329909253,0,,,,,,,,,,,,,,,,,33.30184825,-15.47346735
31.392,25.00228589,26.78729995,1.250220269,6.488710493,0,,,,,,,,,,,,,,,,,33.30114894,-15.26642592
31.424,24.80034653,26.85413216,1.250254683,6.647224897,0,,,,,,,,,,,,,,,,,33.30042373,-15.05436517
31.456,24.59359717,26.92254445,1.250290739,6.805439153,0,,,,,,,,,,,,,,,,,33.29967297,-14.83729743
31.488,24.38204739,26.99253367,1.250328498,6.963338803,0,,,,,,,,,,,,,,,,,33.29889738,-14.61523486
31.52,24.1657072,27.06409648,1.250368006,7.12090829,0,,,,,,,,,,,,,,,,,33.29809802,-14.38818959
31.552,23.94458714,27.13722934,1.250409292,7.27813102,0,,,,,,,,,,,,,,,,,33.29727619,-14.15617384
31.584,23.71869822,27.21192848,1.250452374,7.434989421,0,,,,,,,,,,,,,,,,,33.29643341,-13.9191999
31.616,23.48805203,27.2881899,1.250497254,7.591465001,0,,,,,,,,,,,,,,,,,33.29557141,-13.67728019
31.648,23.25266071,27.36600932,1.250543921,7.74753841,0,,,,,,,,,,,,,,,,,33.29469209,-13.43042726
31.68,23.01253699,27.44538218,1.250592346,7.903189487,0,,,,,,,,,,,,,,,,,33.29379752,-13.17865381
31.712,22.76769421,27.52630367,1.250642491,8.058397311,0,,,,,,,,,,,,,,,,,33.29288988,-12.92197281
31.744,22.51814635,27.60876865,1.250694306,8.213140235,0,,,,,,,,,,,,,,,,,33.2919714,-12.66039758
31.776,22.26390805,27.69277173,1.250747736,8.36739592,0,,,,,,,,,,,,,,,,,33.29104432,-12.39394192
31.808,22.00499461,27.77830722,1.250802719,8.521141358,0,,,,,,,,,,,,,,,,,33.29011087,-12.12262027
31.84,21.74142206,27.86536911,1.250859195,8.674352895,0,,,,,,,,,,,,,,,,,33.28917321,-11.84644773
31.872,21.47320713,27.95395114,1.2509171,8.827006245,0,,,,,,,,,,,,,,,,,33.28823344,-11.56544016
31.904,21.20036731,28.04404673,1.250976371,8.979076505,0,,,,,,,,,,,,,,,,,33.28729358,-11.27961421
31.936,20.92292082,28.13564901,1.251036946,9.130538159,0,,,,,,,,,,,,,,,,,33.28635556,-10.98898737
31.968,20.64088671,28.22875082,1.251098763,9.28136509,0,,,,,,,,,,,,,,,,,33.28542123,-10.69357798
32,20.35428479,28.32334468,1.251161763,9.431530582,0,,,,,,,,,,,,,,,,,33.28449235,-10.39340533
32.032,20.06313571,28.41942284,1.251225889,9.581007325,0,,,,,,,,,,,,,,,,,33.28357059,-10.08848965
32.064,19.76746097,28.51697725,1.251291088,9.729767419,0,,,,,,,,,,,,,,,,,33.28265752,-9.778852214
32.096,19.46728292,28.61599954,1.251357312,9.877782377,0,,,,,,,,,,,,,,,,,33.2817546,-9.464515322
32.128,19.16262478,28.71648106,1.251424514,10.02502313,0,,,,,,,,,,,,,,,,,33.28086325,-9.145502335
32.16,18.8535107,28.81841286,1.251492653,10.17146005,0,,,,,,,,,,,,,,,,,33.27998479,-8.821837675
32.192,18.53996573,28.92178567,1.251561691,10.31706291,0,,,,,,,,,,,,,,,,,33.27912048,-8.493546842
32.224,18.22201584,29.02658993,1.251631591,10.46180095,0,,,,,,,,,,,,,,,,,33.27827154,-8.160656424
32.256,17.89968799,29.13281576,1.251702323,10.60564287,0,,,,,,,,,,,,,,,,,33.27743912,-7.823194113
32.288,17.57301007,29.24045297,1.251773855,10.7485568,0,,,,,,,,,,,,,,,,,33.27662433,-7.481188715
32.32,17.242011,29.34949105,1.251846161,10.89051039,0,,,,,,,,,,,,,,,,,33.27582827,-7.13467016
32.352,16.90672065,29.45991918,1.251919215,11.03147078,0,,,,,,,,,,,,,,,,,33.27505198,-6.7836695
32.384,16.56716995,29.57172621,1.251992996,11.17140463,0,,,,,,,,,,,,,,,,,33.27429649,-6.428218916
32.416,16.22339085,29.68490067,1.252067481,11.31027812,0,,,,,,,,,,,,,,,,,33.27356281,-6.068351721
32.448,15.87541633,29.79943074,1.252142649,11.44805704,0,,,,,,,,,,,,,,,,,33.27285194,-5.704102367
32.48,15.52328045,29.91530429,1.252218482,11.58470674,0,,,,,,,,,,,,,,,,,33.27216484,-5.335506451
32.512,15.16701831,30.03250883,1.252294961,11.7201922,0,,,,,,,,,,,,,,,,,33.27150249,-4.962600726
32.544,14.80666612,30.15103155,1.252372068,11.85447809,0,,,,,,,,,,,,,,,,,33.27086583,-4.585423098
32.576,14.44226115,30.27085928,1.252449787,11.98752872,0,,,,,,,,,,,,,,,,,33.27025582,-4.204012635
32.608,14.07384179,30.39197851,1.252528101,12.11930816,0,,,,,,,,,,,,,,,,,33.26967338,-3.81840957
32.64,13.70144752,30.51437537,1.252606994,12.24978024,0,,,,,,,,,,,,,,,,,33.26911943,-3.428655308
32.672,13.32511893,30.63803566,1.252686449,12.37890859,0,,,,,,,,,,,,,,,,,33.26859488,-3.034792429
32.704,12.94489773,30.7629448,1.252766451,12.50665668,0,,,,,,,,,,,,,,,,,33.26810063,-2.636864694
32.736,12.56082674,30.88908788,1.252846985,12.6329879,0,,,,,,,,,,,,,,,,,33.26763756,-2.234917047
32.768,12.17294991,31.01644961,1.252928037,12.75786554,0,,,,,,,,,,,,,,,,,33.26720654,-1.828995615
32.8,11.78131229,31.14501437,1.253009591,12.88125291,0,,,,,,,,,,,,,,,,,33.26680842,-1.419147712
32.832,11.38596008,31.27476616,1.253091633,13.00311334,0,,,,,,,,,,,,,,,,,33.26644404,-1.005421837
32.864,10.98694057,31.40568864,1.253174149,13.12341025,0,,,,,,,,,,,,,,,,,33.26611421,-0.587867671
32.896,10.58430216,31.53776512,1.253257127,13.24210718,0,,,,,,,,,,,,,,,,,33.26581975,-0.166536078
32.928,10.17809438,31.67097856,1.253340553,13.35916789,0,,,,,,,,,,,,,,,,,33.26556143,0.258520905
32.96,9.768367827,31.80531154,1.253424415,13.47455638,0,,,,,,,,,,,,,,,,,33.26534002,0.687250072
32.992,9.355174213,31.94074634,1.253508701,13.58823692,0,,,,,,,,,,,,,,,,,33.26515628,1.119597057
33.024,8.938566316,32.07726486,1.253593399,13.70017419,0,,,,,,,,,,,,,,,,,33.26501093,1.555506346
33.056,8.518597982,32.21484868,1.2536785,13.81033324,0,,,,,,,,,,,,,,,,,33.2649047,1.99492129
33.088,8.095324109,32.35347906,1.253763992,13.91867961,0,,,,,,,,,,,,,,,,,33.26483827,2.437784116
33.12,7.668800629,32.4931369,1.253849867,14.02517937,0,,,,,,,,,,,,,,,,,33.26481234,2.884035948
33.152,7.239084493,32.6338028,1.253936116,14.12979919,0,,,,,,,,,,,,,,,,,33.26482758,3.333616824
33.184,6.806233649,32.77545704,1.254022731,14.23250636,0,,,,,,,,,,,,,,,,,33.26488462,3.78646572
33.216,6.370307021,32.9180796,1.254109703,14.33326891,0,,,,,,,,,,,,,,,,,33.26498412,4.242520566
33.248,5.931364488,33.06165014,1.254197026,14.43205559,0,,,,,,,,,,,,,,,,,33.26512669,4.701718279
33.28,5.489466857,33.20614806,1.254284694,14.528836,0,,,,,,,,,,,,,,,,,33.26531294,5.163994785
33.312,5.044675837,33.35155245,1.2543727,14.62358061,0,,,,,,,,,,,,,,,,,33.26554348,5.62928505
33.344,4.59705401,33.49784213,1.25446104,14.71626082,0,,,,,,,,,,,,,,,,,33.26581889,6.097523109
33.376,4.146664803,33.64499567,1.254549708,14.80684901,0,,,,,,,,,,,,,,,,,33.26613975,6.568642101
33.408,3.693572455,33.79299139,1.2546387,14.89531861,0,,,,,,,,,,,,,,,,,33.26650661,7.042574303
33.44,3.237841985,33.94180735,1.254728013,14.98164413,0,,,,,,,,,,,,,,,,,33.26692004,7.519251162
33.472,2.779539156,34.09142139,1.254817642,15.06580122,0,,,,,,,,,,,,,,,,,33.26738058,7.99860334
33.504,2.31873044,34.24181115,1.254907585,15.14776674,0,,,,,,,,,,,,,,,,,33.26788877,8.480560746
33.536,1.855482979,34.39295404,1.254997838,15.22751875,0,,,,,,,,,,,,,,,,,33.26844513,8.965052581
33.568,1.38986455,34.54482728,1.255088401,15.30503662,0,,,,,,,,,,,,,,,,,33.26905017,9.452007379
33.6,0.921943521,34.69740793,1.255179269,15.38030101,0,,,,,,,,,,,,,,,,,33.26970441,9.941353049
33.632,0.451788811,34.85067288,1.255270442,15.45329396,0,,,,,,,,,,,,,,,,,33.27040835,10.43301692
33.664,-0.020530152,35.00459886,1.255361918,15.5239989,0,,,,,,,,,,,,,,,,,33.27116248,10.92692579
33.696,-0.494943473,35.15916246,1.255453695,15.59240067,0,,,,,,,,,,,,,,,,,33.27196728,11.42300596
33.728,-0.971380839,35.31434018,1.255545773,15.6584856,0,,,,,,,,,,,,,,,,,33.27282323,11.9211833
33.76,-1.449771557,35.47010837,1.25563815,15.72224146,0,,,,,,,,,,,,,,,,,33.27373079,12.42138329
33.792,-1.930044604,35.62644331,1.255730826,15.78365756,0,,,,,,,,,,,,,,,,,33.27469044,12.92353105
33.824,-2.412128675,35.78332122,1.255823799,15.84272472,0,,,,,,,,,,,,,,,,,33.27570262,13.42755143
33.856,-2.895952226,35.94071824,1.25591707,15.8994353,0,,,,,,,,,,,,,,,,,33.27676777,13.93336902
33.888,-3.381443523,36.09861047,1.256010639,15.95378324,0,,,,,,,,,,,,,,,,,33.27788633,14.44090821
33.92,-3.868530688,36.25697398,1.256104503,16.00576402,0,,,,,,,,,,,,,,,,,33.27905875,14.95009326
33.952,-4.357141752,36.41578482,1.256198665,16.05537471,0,,,,,,,,,,,,,,,,,33.28028543,15.46084834
33.984,-4.847204696,36.57501907,1.256293123,16.10261392,0,,,,,,,,,,,,,,,,,33.28156679,15.97309756
34.016,-5.338647501,36.73465279,1.256387879,16.14748187,0,,,,,,,,,,,,,,,,,33.28290325,16.48676505
34.048,-5.8313982,36.89466211,1.256482931,16.18998034,0,,,,,,,,,,,,,,,,,33.28429521,17.00177499
34.08,-6.325384919,37.05502318,1.25657828,16.23011264,0,,,,,,,,,,,,,,,,,33.28574306,17.51805169
34.112,-6.820535926,37.21571224,1.256673927,16.26788366,0,,,,,,,,,,,,,,,,,33.28724719,18.03551959
34.144,-7.316779681,37.37670559,1.256769871,16.30329979,0,,,,,,,,,,,,,,,,,33.28880799,18.55410335
34.176,-7.814044877,37.53797964,1.256866114,16.33636896,0,,,,,,,,,,,,,,,,,33.29042583,19.07372789
34.208,-8.312260488,37.69951091,1.256962657,16.36710057,0,,,,,,,,,,,,,,,,,33.29210108,19.59431842
34.24,-8.811355814,37.86127604,1.257059498,16.39550548,0,,,,,,,,,,,,,,,,,33.29383412,20.11580052
34.272,-9.311260521,38.0232518,1.257156641,16.42159599,0,,,,,,,,,,,,,,,,,33.29562528,20.63810014
34.304,-9.811904688,38.18541514,1.257254084,16.4453858,0,,,,,,,,,,,,,,,,,33.29747494,21.16114369
34.336,-10.31321885,38.34774314,1.257351829,16.46688999,0,,,,,,,,,,,,,,,,,33.29938343,21.68485805
34.368,-10.81513402,38.51021309,1.257449876,16.48612494,0,,,,,,,,,,,,,,,,,33.3013511,22.20917065
34.4,-11.31758177,38.67280247,1.257548228,16.50310835,0,,,,,,,,,,,,,,,,,33.30337829,22.73400947
34.432,-11.82049422,38.83548894,1.257646883,16.51785915,0,,,,,,,,,,,,,,,,,33.30546532,23.2593031
34.464,-12.3238041,38.99825042,1.257745844,16.53039749,0,,,,,,,,,,,,,,,,,33.30761253,23.78498078
34.496,-12.8274448,39.16106501,1.257845111,16.54074467,0,,,,,,,,,,,,,,,,,33.30982022,24.31097243
34.528,-13.33135036,39.32391108,1.257944686,16.54892309,0,,,,,,,,,,,,,,,,,33.31208873,24.8372087
34.56,-13.83545555,39.48676726,1.258044568,16.55495622,0,,,,,,,,,,,,,,,,,33.31441836,25.36362098
34.592,-14.33969586,39.64961239,1.25814476,16.55886855,0,,,,,,,,,,,,,,,,,33.31680941,25.89014146
34.624,-14.84400757,39.81242564,1.258245262,16.56068551,0,,,,,,,,,,,,,,,,,33.31926218,26.41670313
34.656,-15.34832774,39.97518642,1.258346075,16.56043345,0,,,,,,,,,,,,,,,,,33.32177697,26.94323984
34.688,-15.85259426,40.13787443,1.258447201,16.55813957,0,,,,,,,,,,,,,,,,,33.32435408,27.46968632
34.72,-16.35674586,40.30046967,1.258548639,16.55383185,0,,,,,,,,,,,,,,,,,33.32699377,27.99597817
34.752,-16.86072215,40.46295246,1.258650391,16.54753905,0,,,,,,,,,,,,,,,,,33.32969634,28.52205194
34.784,-17.36446361,40.62530339,1.258752457,16.53929058,0,,,,,,,,,,,,,,,,,33.33246205,29.04784511
34.816,-17.86791165,40.78750338,1.25885484,16.5291165,0,,,,,,,,,,,,,,,,,33.33529117,29.57329614
34.848,-18.3710086,40.94953369,1.258957538,16.51704746,0,,,,,,,,,,,,,,,,,33.33818396,30.09834445
34.88,-18.87369773,41.11137588,1.259060553,16.50311461,0,,,,,,,,,,,,,,,,,33.34114068,30.62293048
34.912,-19.37592328,41.27301184,1.259163885,16.4873496,0,,,,,,,,,,,,,,,,,33.34416157,31.14699569
34.944,-19.87763043,41.43442381,1.259267536,16.46978446,0,,,,,,,,,,,,,,,,,33.34724687,31.67048255
34.976,-20.37876537,41.59559435,1.259371504,16.45045163,0,,,,,,,,,,,,,,,,,33.35039681,32.19333458
35.008,-20.87927528,41.75650637,1.259475791,16.42938384,0,,,,,,,,,,,,,,,,,33.35361163,32.71549635
35.04,-21.37910832,41.91714311,1.259580397,16.40661408,0,,,,,,,,,,,,,,,,,33.35689154,33.23691349
35.072,-21.87821367,42.07748816,1.259685323,16.38217556,0,,,,,,,,,,,,,,,,,33.36023674,33.75753271
35.104,-22.37654153,42.23752546,1.259790567,16.35610166,0,,,,,,,,,,,,,,,,,33.36364745,34.27730177
35.136,-22.87404309,42.39723929,1.25989613,16.32842588,0,,,,,,,,,,,,,,,,,33.36712385,34.79616952
35.168,-23.37067057,42.55661428,1.260002011,16.29918179,0,,,,,,,,,,,,,,,,,33.37066612,35.31408587
35.2,-23.86637722,42.7156354,1.260108211,16.268403,0,,,,,,,,,,,,,,,,,33.37427445,35.83100184
35.232,-24.36111729,42.87428796,1.260214729,16.23612309,0,,,,,,,,,,,,,,,,,33.37794899,36.3468695
35.264,-24.85484605,43.03255765,1.260321563,16.20237562,0,,,,,,,,,,,,,,,,,33.3816899,36.86164202
35.296,-25.34751979,43.19043046,1.260428714,16.16719403,0,,,,,,,,,,,,,,,,,33.38549732,37.37527363
35.328,-25.8390958,43.34789275,1.260536181,16.13061166,0,,,,,,,,,,,,,,,,,33.38937139,37.88771963
35.36,-26.3295324,43.50493121,1.260643962,16.09266167,0,,,,,,,,,,,,,,,,,33.39331223,38.39893638
35.392,-26.81878887,43.66153287,1.260752057,16.05337703,1,,,,,,,,,,,,,,,,,33.39731994,38.90888133
35.424,-27.30682551,43.81768509,1.260860463,16.01279048,1,,,,,,,,,,,,,,,,,33.40139463,39.41768175
35.456,-27.79526311,43.97392904,1.260420951,16.02559789,1,,,,,,,,,,,,,,,,,33.38368956,39.94538062
35.488,-28.28297995,44.13062482,1.259207459,16.00846009,1,,,,,,,,,,,,,,,,,33.33488013,40.49855817
35.52,-28.77122732,44.288118,1.257940133,16.03187823,1,,,,,,,,,,,,,,,,,33.2831664,41.05404472
35.552,-29.25878272,44.4458161,1.256663576,16.01326902,1,,,,,,,,,,,,,,,,,33.23012391,41.60935506
35.584,-29.74677251,44.60429175,1.255510004,16.03367411,1,,,,,,,,,,,,,,,,,33.18150278,42.16099393
35.616,-30.2341431,44.76303251,1.25435563,16.01783505,1,,,,,,,,,,,,,,,,,33.13206419,42.7122751
35.648,-30.72184936,44.92261239,1.253352572,16.03594461,1,,,,,,,,,,,,,,,,,33.08862901,43.2588726
35.68,-31.20897961,45.08246038,1.25232971,16.02144751,1,,,,,,,,,,,,,,,,,33.04369951,43.80579263
35.712,-31.69651792,45.2431273,1.251403902,16.04155605,1,,,,,,,,,,,,,,,,,33.00263551,44.34992954
35.744,-32.18354546,45.40408968,1.250426234,16.02929191,1,,,,,,,,,,,,,,,,,32.95870843,44.89552486
35.776,-32.67097264,45.56589198,1.249528226,16.04940005,1,,,,,,,,,,,,,,,,,32.9180333,45.43892543
35.808,-33.15789576,45.72802032,1.248574866,16.03766689,1,,,,,,,,,,,,,,,,,32.87433565,45.98390431
35.84,-33.64525259,45.89098533,1.247683059,16.05879939,1,,,,,,,,,,,,,,,,,32.83314602,46.52732885
35.872,-34.13214966,46.05428387,1.246718588,16.04848514,1,,,,,,,,,,,,,,,,,32.78805959,47.07294423
35.904,-34.61947792,46.21842903,1.245808865,16.06968675,1,,,,,,,,,,,,,,,,,32.74522076,47.61723706
35.936,-35.1063295,46.38292723,1.244832349,16.05909853,1,,,,,,,,,,,,,,,,,32.69869291,48.16350457
35.968,-35.59361697,46.54827046,1.243910034,16.08046977,1,,,,,,,,,,,,,,,,,32.65442775,48.70847509
36,-36.08044115,46.71396571,1.242917228,16.07030149,1,,,,,,,,,,,,,,,,,32.60619983,49.25554556
36.032,-36.5676978,46.88049794,1.241975628,16.09153588,1,,,,,,,,,,,,,,,,,32.56011853,49.80141854
36.064,-37.05449145,47.04738718,1.240968475,16.08146016,1,,,,,,,,,,,,,,,,,32.51022945,50.34922065
36.096,-37.54170907,47.21510577,1.240013988,16.1024108,1,,,,,,,,,,,,,,,,,32.46259513,50.89577114
36.128,-38.0284677,47.38317655,1.23899741,16.09243777,1,,,,,,,,,,,,,,,,,32.41123929,51.44413011
36.16,-38.5156459,47.55206093,1.238031853,16.11314154,1,,,,,,,,,,,,,,,,,32.36208475,51.99128862
36.192,-39.00237326,47.72129163,1.237007675,16.1033816,1,,,,,,,,,,,,,,,,,32.30930252,52.54014008
36.224,-39.48950977,47.89132303,1.236035917,16.12368755,1,,,,,,,,,,,,,,,,,32.25883271,53.08773786
36.256,-39.97619919,48.06169525,1.235011556,16.11401271,1,,,,,,,,,,,,,,,,,32.20498025,53.63682539
36.288,-40.4632933,48.23284949,1.23404024,16.13403472,1,,,,,,,,,,,,,,,,,32.15351319,54.18463655
36.32,-40.949953,48.40433517,1.233019087,16.12466724,1,,,,,,,,,,,,,,,,,32.0987446,54.73385006
36.352,-41.43701015,48.57658655,1.232051882,16.14434405,1,,,,,,,,,,,,,,,,,32.04645809,55.28175408
36.384,-41.92363944,48.74916206,1.231040079,16.13512191,1,,,,,,,,,,,,,,,,,31.99110312,55.83088807
36.416,-42.41066172,48.92248558,1.230083083,16.15451957,1,,,,,,,,,,,,,,,,,31.93833103,56.37868354
36.448,-42.89726932,49.09612344,1.229084317,16.14561006,1,,,,,,,,,,,,,,,,,31.8826,56.92762182
36.48,-43.38426481,49.27049186,1.228140481,16.16470862,1,,,,,,,,,,,,,,,,,31.82951677,57.47521669
36.512,-43.87085881,49.44516657,1.227157982,16.1561284,1,,,,,,,,,,,,,,,,,31.7736113,58.02385953
36.544,-44.35783446,49.62055548,1.226231072,16.17490337,1,,,,,,,,,,,,,,,,,31.72045521,58.57113602
36.576,-44.84442177,49.79624189,1.225268101,16.16664082,1,,,,,,,,,,,,,,,,,31.664594,59.11938247
36.608,-45.33138552,49.97262572,1.224360541,16.18511532,1,,,,,,,,,,,,,,,,,31.61153816,59.66626792
36.64,-45.81797412,50.149299,1.223419208,16.1771782,1,,,,,,,,,,,,,,,,,31.55588449,60.21405647
36.672,-46.30493368,50.32665403,1.222533263,16.19535331,1,,,,,,,,,,,,,,,,,31.50310454,60.76048453
36.704,-46.79153088,50.50429078,1.221615567,16.18773061,1,,,,,,,,,,,,,,,,,31.44782565,61.30775745
36.736,-47.27849422,50.68259344,1.220752684,16.20562248,1,,,,,,,,,,,,,,,,,31.3954565,61.85368865
36.768,-47.76510811,50.86117007,1.219859568,16.19831601,1,,,,,,,,,,,,,,,,,31.34066183,62.40042324
36.8,-48.25208338,51.0403975,1.219020598,16.21593148,1,,,,,,,,,,,,,,,,,31.28880751,62.9458379
36.832,-48.7387216,51.21989169,1.218152872,16.20893022,1,,,,,,,,,,,,,,,,,31.23460337,63.4920157
36.864,-49.22571652,51.40002163,1.217338428,16.22626991,1,,,,,,,,,,,,,,,,,31.18335715,64.03690006
36.896,-49.71238796,51.58040703,1.216494025,16.21956257,1,,,,,,,,,,,,,,,,,31.12966338,64.58259431
36.928,-50.19941139,51.76141782,1.215703686,16.23667502,1,,,,,,,,,,,,,,,,,31.0790525,65.12696971
36.96,-50.68612392,51.94267298,1.214882942,16.23023202,1,,,,,,,,,,,,,,,,,31.02594346,65.67217682
36.992,-51.1731832,52.12454307,1.214116868,16.24709914,1,,,,,,,,,,,,,,,,,30.97603277,66.21604498
37.024,-51.65994071,52.30664696,1.21332141,16.24082382,1,,,,,,,,,,,,,,,,,30.92367205,66.76071604
37.056,-52.1470436,52.48935052,1.212577906,16.25750475,1,,,,,,,,,,,,,,,,,30.87439896,67.30413681
37.088,-52.63383898,52.67228244,1.211813913,16.25101664,1,,,,,,,,,,,,,,,,,30.82326817,67.84807291
37.12,-53.12098883,52.85579661,1.211095115,16.26779148,1,,,,,,,,,,,,,,,,,30.77483305,68.39098148
37.152,-53.60782902,53.03953142,1.210361721,16.26116933,1,,,,,,,,,,,,,,,,,30.72494404,68.93421636
37.184,-54.09503548,53.22383242,1.20966598,16.27813077,1,,,,,,,,,,,,,,,,,30.67728912,69.47667183
37.216,-54.58192984,53.40834696,1.20896286,16.2713722,1,,,,,,,,,,,,,,,,,30.62868856,70.01922365
37.248,-55.06920341,53.59340942,1.208288892,16.2885254,1,,,,,,,,,,,,,,,,,30.58177348,70.56127365
37.28,-55.55615811,53.77867978,1.207616389,16.28151943,1,,,,,,,,,,,,,,,,,30.5345537,71.10313714
37.312,-56.04350539,53.96447947,1.206964904,16.29887156,1,,,,,,,,,,,,,,,,,30.48847875,71.64476366
37.344,-56.53052603,54.15048098,1.206324341,16.29158336,1,,,,,,,,,,,,,,,,,30.44280388,72.18590274
37.376,-57.01793357,54.33699302,1.205705445,16.30857414,1,,,,,,,,,,,,,,,,,30.39836179,72.72678041
37.408,-57.50502424,54.52369664,1.205098995,16.30146771,1,,,,,,,,,,,,,,,,,30.35446528,73.26713066
37.44,-57.99250138,54.71089191,1.204512228,16.31824711,1,,,,,,,,,,,,,,,,,30.31169706,73.80728042
37.472,-58.47967211,54.89826853,1.203939127,16.31134213,1,,,,,,,,,,,,,,,,,30.26959982,74.34687263
37.504,-58.96722402,55.08611767,1.203385641,16.32776363,1,,,,,,,,,,,,,,,,,30.22866596,74.88626146
37.536,-59.45447579,55.27413646,1.202846956,16.32091946,1,,,,,,,,,,,,,,,,,30.18852618,75.42506102
37.568,-59.94211129,55.46260785,1.202326955,16.33720138,1,,,,,,,,,,,,,,,,,30.1495169,75.96368763
