,X-Coord,Z-Coord,Bearing,Speed,Current State,,,,,,,,,,,,,,,,,,
37.6,-60.42945302,55.65123711,1.201822814,16.33041861,1,,,,,,,,,,,,,,,,,30.11142132,76.50169554
37.632,-60.91718385,55.84029863,1.201336257,16.34663644,1,,,,,,,,,,,,,,,,,30.07440711,77.03956812
37.664,-61.4046235,56.02950569,1.200866356,16.33979764,1,,,,,,,,,,,,,,,,,30.03840879,77.57679688
37.696,-61.89246161,56.21912454,1.200413017,16.35606395,1,,,,,,,,,,,,,,,,,30.0034446,78.11392874
37.728,-62.38001123,56.40887622,1.199977422,16.34916674,1,,,,,,,,,,,,,,,,,29.9696224,78.65038262
37.76,-62.86795553,56.59901858,1.199559034,16.36508985,1,,,,,,,,,,,,,,,,,29.93692108,79.18671489
37.792,-63.35562475,56.78928018,1.199158455,16.35843477,1,,,,,,,,,,,,,,,,,29.90540575,79.72237574
37.824,-63.84368349,56.97991128,1.198775398,16.37397262,1,,,,,,,,,,,,,,,,,29.87507395,80.25789879
37.856,-64.33148397,57.1706477,1.198410399,16.36765379,1,,,,,,,,,,,,,,,,,29.84598622,80.79275414
37.888,-64.81967017,57.36173212,1.198063107,16.38284086,1,,,,,,,,,,,,,,,,,29.81813449,81.32746047
37.92,-65.3076149,57.55290774,1.197734053,16.3768541,1,,,,,,,,,,,,,,,,,29.79157981,81.86150459
37.952,-65.7959422,57.74440951,1.19742294,16.39170434,1,,,,,,,,,,,,,,,,,29.76631811,82.39538712
37.984,-66.28404477,57.93598795,1.197130152,16.3860415,1,,,,,,,,,,,,,,,,,29.74239895,82.92861538
38.016,-66.77252725,58.12787061,1.196855546,16.40056726,1,,,,,,,,,,,,,,,,,29.71983081,83.46166944
38.048,-67.26080161,58.31981503,1.196599332,16.39521982,1,,,,,,,,,,,,,,,,,29.69864929,83.99407723
38.08,-67.74945375,58.51204154,1.196360675,16.40943234,1,,,,,,,,,,,,,,,,,29.67880415,84.5263245
38.112,-68.23791384,58.70431552,1.196139816,16.4043913,1,,,,,,,,,,,,,,,,,29.66033381,85.05795266
38.144,-68.72674968,58.89685019,1.195937506,16.41830134,1,,,,,,,,,,,,,,,,,29.64332141,85.58938497
38.176,-69.21540989,59.08941656,1.195753975,16.41355817,1,,,,,,,,,,,,,,,,,29.62780492,86.12017807
38.208,-69.70444451,59.28222135,1.19558933,16.42717578,1,,,,,,,,,,,,,,,,,29.61381445,86.65076003
38.24,-70.19331955,59.47504232,1.195443555,16.42272157,1,,,,,,,,,,,,,,,,,29.60136745,87.18070849
38.272,-70.68256804,59.66807937,1.195316001,16.43605591,1,,,,,,,,,,,,,,,,,29.59042749,87.71046069
38.304,-71.17167242,59.86111768,1.195206426,16.43188145,1,,,,,,,,,,,,,,,,,29.58099214,88.23961386
38.336,-71.6611492,60.05435083,1.195115831,16.44494142,1,,,,,,,,,,,,,,,,,29.5731693,88.76854231
38.368,-72.15049758,60.24756908,1.195044278,16.44103827,1,,,,,,,,,,,,,,,,,29.56698313,89.29684753
38.4,-72.64021798,60.4409599,1.194991899,16.45383246,1,,,,,,,,,,,,,,,,,29.56246655,89.82491682
38.432,-73.12982528,60.63431998,1.194957691,16.45019189,1,,,,,,,,,,,,,,,,,29.55954806,90.35239593
38.464,-73.61980407,60.82783153,1.194941948,16.46272826,1,,,,,,,,,,,,,,,,,29.55827486,90.87965452
38.496,-74.10968451,61.02129712,1.194944876,16.45934208,2,,,,,,,,,,,,,,,,,29.55868373,91.40658496
38.528,-74.60180597,61.21563062,1.19496125,16.53444137,2,,,,,,,,,,,,,,,,,29.56031569,91.93517968
38.56,-75.09402638,61.40990857,1.194245568,16.53667947,2,,,,,,,,,,,,,,,,,29.49423245,92.48650231
38.592,-75.58484045,61.60659984,1.190060896,16.52371382,2,,,,,,,,,,,,,,,,,29.1074707,93.13935676
38.624,-76.0743875,61.80521974,1.184398257,16.50953129,2,,,,,,,,,,,,,,,,,28.57949838,93.83278595
38.656,-76.56309188,62.00582801,1.178885218,16.50862869,2,,,,,,,,,,,,,,,,,28.06091472,94.51887647
38.688,-77.05141473,62.20815997,1.174421955,16.51814299,2,,,,,,,,,,,,,,,,,27.63723354,95.17323607
38.72,-77.53969881,62.41216622,1.171264954,16.53712369,2,,,,,,,,,,,,,,,,,27.33488642,95.79043542
38.752,-78.02843259,62.61782989,1.169372751,16.57011196,2,,,,,,,,,,,,,,,,,27.15208607,96.37240202
38.784,-78.51561983,62.82302121,1.16825746,16.51984162,2,,,,,,,,,,,,,,,,,27.04260723,96.93113342
38.816,-78.99959414,63.02736327,1.168018572,16.41701563,2,,,,,,,,,,,,,,,,,27.01775371,97.46241894
38.848,-79.47940128,63.2302807,1.168417799,16.2797356,2,,,,,,,,,,,,,,,,,27.05544393,97.97207302
38.88,-79.95537684,63.43210652,1.169543604,16.15617691,2,,,,,,,,,,,,,,,,,27.16552788,98.45751444
38.912,-80.42695706,63.63181816,1.171084087,16.00393339,2,,,,,,,,,,,,,,,,,27.31749951,98.92650246
38.944,-80.89437667,63.82924447,1.173044305,15.85636605,2,,,,,,,,,,,,,,,,,27.51217433,99.37896245
38.976,-81.35832435,64.02448212,1.175540569,15.72981812,2,,,,,,,,,,,,,,,,,27.7615198,99.81191936
39.008,-81.8194517,64.21723141,1.178629885,15.61846343,2,,,,,,,,,,,,,,,,,28.07138561,100.2239786
39.04,-82.27836547,64.40752614,1.182220266,15.52511817,2,,,,,,,,,,,,,,,,,28.43302414,100.6178552
39.072,-82.73568473,64.5955563,1.186242661,15.45205088,2,,,,,,,,,,,,,,,,,28.83996756,100.995466
39.104,-83.19157481,64.78101469,1.190567715,15.38028939,2,,,,,,,,,,,,,,,,,29.27922351,101.3601956
39.136,-83.64617952,64.96375639,1.19513887,15.31122418,2,,,,,,,,,,,,,,,,,29.7451504,101.7134087
39.168,-84.09963223,65.14360513,1.199950228,15.24426688,2,,,,,,,,,,,,,,,,,30.23715607,102.0551986
39.2,-84.55204355,65.32091731,1.204995632,15.18491797,2,,,,,,,,,,,,,,,,,30.75510905,102.3851969
39.232,-85.00352946,65.49483645,1.210249704,15.11955916,2,,,,,,,,,,,,,,,,,31.29575345,102.7039692
39.264,-85.45421142,65.6653942,1.215678589,15.05861888,2,,,,,,,,,,,,,,,,,31.85574432,103.0123937
39.296,-85.90419632,65.83261468,1.22124241,15.00160161,2,,,,,,,,,,,,,,,,,32.43106499,103.3119639
39.328,-86.3535407,65.99759831,1.226918233,14.95860564,2,,,,,,,,,,,,,,,,,33.02043152,103.6029958
39.36,-86.80228237,66.15957991,1.232660089,14.9088128,2,,,,,,,,,,,,,,,,,33.61839227,103.8867982
39.392,-87.25047285,66.31829925,1.238411037,14.85827041,2,,,,,,,,,,,,,,,,,34.21876599,104.1652552
39.424,-87.69816243,66.47371841,1.24412185,14.80937267,2,,,,,,,,,,,,,,,,,34.81632183,104.4401421
39.456,-88.14539596,66.62587709,1.249754601,14.76277693,2,,,,,,,,,,,,,,,,,35.40703425,104.7129471
39.488,-88.59225864,66.77482437,1.255260777,14.71976441,2,,,,,,,,,,,,,,,,,35.9857246,104.9856747
39.52,-89.03885621,66.92063372,1.26058254,14.68117474,2,,,,,,,,,,,,,,,,,36.54620069,105.2608135
39.552,-89.48531839,67.0634255,1.265670358,14.64815139,2,,,,,,,,,,,,,,,,,37.08312439,105.5406949
39.584,-89.93177392,67.20335114,1.270489698,14.62091723,2,,,,,,,,,,,,,,,,,37.59272164,105.8274946
39.616,-90.3814904,67.3416453,1.274730413,14.70312554,2,,,,,,,,,,,,,,,,,38.04206122,106.1367119
39.648,-90.8359195,67.47873958,1.278368708,14.8330778,2,,,,,,,,,,,,,,,,,38.4280921,106.4715875
39.68,-91.29575129,67.61515656,1.281769076,14.98876417,2,,,,,,,,,,,,,,,,,38.7894755,106.8193826
39.712,-91.76120599,67.75116615,1.284961079,15.15373273,2,,,,,,,,,,,,,,,,,39.12937349,107.1794619
39.744,-92.23222964,67.88695208,1.287875437,15.31892685,2,,,,,,,,,,,,,,,,,39.4403506,107.554812
39.776,-92.70902711,68.02280185,1.2905675,15.49292577,2,,,,,,,,,,,,,,,,,39.72832955,107.9437349
39.808,-93.19160683,68.15889843,1.292995342,15.66887065,2,,,,,,,,,,,,,,,,,39.98872646,108.3481195
39.84,-93.67992872,68.29526096,1.295057947,15.84387984,2,,,,,,,,,,,,,,,,,40.21030557,108.7722213
39.872,-94.17387834,68.43192712,1.296635606,16.01585972,2,,,,,,,,,,,,,,,,,40.3796328,109.2211222
39.904,-94.67337097,68.56925428,1.297768926,16.18833404,2,,,,,,,,,,,,,,,,,40.5009005,109.6934212
39.936,-95.17837984,68.70754978,1.298536885,16.3625789,2,,,,,,,,,,,,,,,,,40.58250027,110.186103
39.968,-95.68887333,68.8470477,1.299005265,16.53781455,2,,,,,,,,,,,,,,,,,40.63141884,110.6966009
40,-96.20480983,68.98795264,1.299214388,16.71348432,2,,,,,,,,,,,,,,,,,40.65189669,111.2233098
40.032,-96.7261941,69.13039274,1.299257571,16.89035287,2,,,,,,,,,,,,,,,,,40.65407641,111.7624965
40.064,-97.25303533,69.27456036,1.299134472,17.06908375,2,,,,,,,,,,,,,,,,,40.63783465,112.3142244
40.096,-97.78532415,69.42059979,1.298858753,17.24872723,2,,,,,,,,,,,,,,,,,40.60457774,112.8779359
40.128,-98.32304969,69.56856775,1.298506133,17.42852057,2,,,,,,,,,,,,,,,,,40.56268778,113.4505605
40.16,-98.86617747,69.71859855,1.298042129,17.60840119,2,,,,,,,,,,,,,,,,,40.50823485,114.0334845
40.192,-99.41468116,69.87079045,1.297455846,17.78832694,2,,,,,,,,,,,,,,,,,40.43986954,114.6271307
40.224,-99.96853316,70.0252281,1.296746496,17.9681545,2,,,,,,,,,,,,,,,,,40.35736235,115.2314987
40.256,-100.5276923,70.18197766,1.295920992,18.14732962,2,,,,,,,,,,,,,,,,,40.2613537,115.8462594
40.288,-101.0921108,70.34110877,1.294972745,18.32569362,2,,,,,,,,,,,,,,,,,40.1509284,116.4716147
40.32,-101.6617455,70.50267286,1.293914892,18.50323729,2,,,,,,,,,,,,,,,,,40.02743946,117.1069701
40.352,-102.2365632,70.66672045,1.29275808,18.68026176,2,,,,,,,,,,,,,,,,,39.89197126,117.7518396
40.384,-102.8165405,70.83329195,1.291512519,18.85697992,2,,,,,,,,,,,,,,,,,39.74556674,118.4057638
40.416,-103.4016613,71.00242035,1.290188621,19.03355034,2,,,,,,,,,,,,,,,,,39.58930679,119.0682843
40.448,-103.991914,71.17413619,1.288797985,19.21009991,2,,,,,,,,,,,,,,,,,39.42443433,119.7389032
40.48,-104.5872918,71.34846609,1.287353443,19.38673155,2,,,,,,,,,,,,,,,,,39.25236437,120.4170815
40.512,-105.1877926,71.525429,1.285867731,19.56352861,2,,,,,,,,,,,,,,,,,39.07452341,121.1022945
40.544,-105.7934184,71.7050379,1.284352226,19.74055266,2,,,,,,,,,,,,,,,,,38.89219932,121.7940808
40.576,-106.4041739,71.88730098,1.282819929,19.91785292,2,,,,,,,,,,,,,,,,,38.70690329,122.4919256
40.608,-107.0200659,72.07222439,1.281282072,20.09546757,2,,,,,,,,,,,,,,,,,38.51996177,123.195392
40.64,-107.6411034,72.25980818,1.279749015,20.27340718,2,,,,,,,,,,,,,,,,,38.33261765,123.9040854
40.672,-108.2672971,72.45004743,1.278229542,20.4516735,2,,,,,,,,,,,,,,,,,38.14594171,124.6176796
40.704,-108.8986586,72.64293315,1.276732928,20.63026354,2,,,,,,,,,,,,,,,,,37.96108764,125.3358368
40.736,-109.5352,72.83845532,1.275265832,20.80916565,2,,,,,,,,,,,,,,,,,37.77890511,126.0583235
40.768,-110.176934,73.03659842,1.273835045,20.98835289,2,,,,,,,,,,,,,,,,,37.60027535,126.7849061
40.8,-110.8238733,73.23734472,1.272444667,21.16780001,2,,,,,,,,,,,,,,,,,37.42575497,127.5154549
40.832,-111.4760317,73.44067112,1.271101729,21.34748337,2,,,,,,,,,,,,,,,,,37.25628384,128.249734
40.864,-112.133422,73.6465561,1.269808598,21.52738522,2,,,,,,,,,,,,,,,,,37.09222464,128.9876834
40.896,-112.7960567,73.854974,1.268567981,21.70745726,2,,,,,,,,,,,,,,,,,36.93398778,129.7292305
40.928,-113.4639483,74.06589712,1.267381696,21.8876695,2,,,,,,,,,,,,,,,,,36.78187593,130.4743355
40.96,-114.1371086,74.27929686,1.266251044,22.06799139,2,,,,,,,,,,,,,,,,,36.63612993,131.2229772
40.992,-114.8155487,74.49514358,1.265176918,22.24839376,2,,,,,,,,,,,,,,,,,36.49694109,131.975148
41.024,-115.4992797,74.71340624,1.264159692,22.42885174,2,,,,,,,,,,,,,,,,,36.36443525,132.7308584
41.056,-116.1883116,74.93405423,1.263197946,22.6093374,2,,,,,,,,,,,,,,,,,36.23850206,133.4901814
41.088,-116.8826551,75.15705342,1.262293873,22.78983255,2,,,,,,,,,,,,,,,,,36.11950968,134.2530584
41.12,-117.5823199,75.38237267,1.261445811,22.97033534,2,,,,,,,,,,,,,,,,,36.00731759,135.0195694
41.152,-118.2873149,75.60998024,1.260651749,23.15081201,2,,,,,,,,,,,,,,,,,35.90173381,135.7898031
41.184,-118.9976497,75.83984155,1.259912875,23.33125411,2,,,,,,,,,,,,,,,,,35.80299548,136.5637332
41.216,-119.7133329,76.07192568,1.259226683,23.51166446,2,,,,,,,,,,,,,,,,,35.71084205,137.3414636
41.248,-120.4343729,76.30620036,1.258592198,23.6920213,2,,,,,,,,,,,,,,,,,35.6252165,138.1230418
41.28,-121.160778,76.54263398,1.258007924,23.87232372,2,,,,,,,,,,,,,,,,,35.54598866,138.9085323
41.312,-121.892556,76.78119526,1.257472595,24.05256833,2,,,,,,,,,,,,,,,,,35.47305754,139.6979902
41.344,-122.6297148,77.02185423,1.25698437,24.23275255,2,,,,,,,,,,,,,,,,,35.40624047,140.4914894
41.376,-123.3722616,77.26458116,1.256541699,24.41287289,2,,,,,,,,,,,,,,,,,35.34539166,141.2890922
41.408,-124.1202037,77.50934708,1.256142906,24.592931,2,,,,,,,,,,,,,,,,,35.29034444,142.0908644
41.44,-124.8735481,77.756124,1.255786312,24.77292737,2,,,,,,,,,,,,,,,,,35.24092874,142.8968708
41.472,-125.6323016,78.00488479,1.255470245,24.95286313,2,,,,,,,,,,,,,,,,,35.19697261,143.7071747
41.504,-126.3964709,78.25560306,1.255193032,25.13274079,2,,,,,,,,,,,,,,,,,35.15829992,144.5218389
41.536,-127.1660624,78.50825336,1.254952969,25.31256287,2,,,,,,,,,,,,,,,,,35.12472703,145.3406037
41.568,-127.9353981,78.76177231,1.256125045,25.31345005,2,,,,,,,,,,,,,,,,,35.29791918,146.1088351
41.6,-128.7025491,79.01450802,1.258184214,25.24095544,2,,,,,,,,,,,,,,,,,35.60309878,146.8425184
41.632,-129.4677108,79.26553597,1.26022541,25.16523847,2,,,,,,,,,,,,,,,,,35.90778445,147.5737262
41.664,-130.2310909,79.51461219,1.261885336,25.09335946,2,,,,,,,,,,,,,,,,,36.15777252,148.3159117
41.696,-130.9928743,79.76176953,1.262950092,25.02735825,2,,,,,,,,,,,,,,,,,36.32030472,149.0774174
41.728,-131.7532046,80.00720594,1.263316716,24.96759057,2,,,,,,,,,,,,,,,,,36.378736,149.8624668
41.76,-132.510334,80.2510155,1.262877335,24.85678791,2,,,,,,,,,,,,,,,,,36.31579261,150.6740415
41.792,-133.266019,80.49512603,1.262479349,24.81671086,2,,,,,,,,,,,,,,,,,36.25913599,151.482899
41.824,-134.0219131,80.73988196,1.261988192,24.82913146,2,,,,,,,,,,,,,,,,,36.18821051,152.2956329
41.856,-134.7809879,80.98563809,1.261293639,24.93332518,2,,,,,,,,,,,,,,,,,36.0853525,153.1185786
41.888,-135.5385227,81.23081639,1.261293408,24.88197578,2,,,,,,,,,,,,,,,,,36.08811199,153.9143615
41.92,-136.2943919,81.47453778,1.261593703,24.8184492,2,,,,,,,,,,,,,,,,,36.13646063,154.6971162
41.952,-137.048621,81.71655378,1.261930036,24.75334106,2,,,,,,,,,,,,,,,,,36.18975738,155.4764204
41.984,-137.7992839,81.95672261,1.262059481,24.62959926,2,,,,,,,,,,,,,,,,,36.21059349,156.2598994
42.016,-138.5482969,82.19704838,1.262335811,24.58199265,2,,,,,,,,,,,,,,,,,36.25533963,157.0366066
42.048,-139.298081,82.43790259,1.26239446,24.60998779,2,,,,,,,,,,,,,,,,,36.26644931,157.8222867
42.08,-140.0513549,82.67975491,1.262144391,24.72336336,2,,,,,,,,,,,,,,,,,36.22859799,158.6223858
42.112,-140.8031377,82.92105257,1.262478291,24.67369328,2,,,,,,,,,,,,,,,,,36.28332149,159.3993248
42.144,-141.5530522,83.16091768,1.263078626,24.60443124,2,,,,,,,,,,,,,,,,,36.38042489,160.1642139
42.176,-142.3011571,83.39912147,1.263664665,24.53477233,2,,,,,,,,,,,,,,,,,36.47512441,160.9273163
42.208,-143.0460635,83.63557591,1.264059544,24.42295669,2,,,,,,,,,,,,,,,,,36.53913384,161.694408
42.24,-143.7891837,83.87223576,1.264490385,24.37170361,2,,,,,,,,,,,,,,,,,36.61032916,162.4586237
42.272,-144.5336167,84.10948441,1.264563804,24.41637964,2,,,,,,,,,,,,,,,,,36.62403915,163.2375835
42.304,-145.2817673,84.34786951,1.264293783,24.5378537,2,,,,,,,,,,,,,,,,,36.58151811,164.0331743
42.336,-146.0345955,84.58770081,1.263823772,24.69085289,2,,,,,,,,,,,,,,,,,36.50558546,164.8405093
42.368,-146.7864417,84.8273523,1.264055433,24.65990648,2,,,,,,,,,,,,,,,,,36.54519749,165.6208529
42.4,-147.537428,85.06614978,1.264245557,24.62620338,2,,,,,,,,,,,,,,,,,36.57770974,166.4015401
42.432,-148.2864531,85.30376666,1.264589807,24.55662204,2,,,,,,,,,,,,,,,,,36.63574157,167.1742106
42.464,-149.0320182,85.53985362,1.264857779,24.43911235,2,,,,,,,,,,,,,,,,,36.68108789,167.9458617
42.496,-149.7731201,85.77422576,1.264968105,24.28997124,2,,,,,,,,,,,,,,,,,36.69997222,168.7185445
42.528,-150.509275,86.00685995,1.265002965,24.12620563,2,,,,,,,,,,,,,,,,,36.70607401,169.4891112
42.56,-151.2428523,86.23888246,1.264442658,24.04363189,2,,,,,,,,,,,,,,,,,36.61112566,170.2790139
42.592,-151.9743371,86.47038375,1.263807946,23.97637503,2,,,,,,,,,,,,,,,,,36.5027157,171.0694336
42.624,-152.7036797,86.7013313,1.26329852,23.90732391,2,,,,,,,,,,,,,,,,,36.41496054,171.8529954
42.656,-153.4309085,86.93175841,1.262964828,23.83943701,2,,,,,,,,,,,,,,,,,36.35688612,172.6279042
42.688,-154.1560678,87.16163164,1.262767554,23.77255964,2,,,,,,,,,,,,,,,,,36.32204352,173.3956536
42.72,-154.8790888,87.39089709,1.262630433,23.7031183,2,,,,,,,,,,,,,,,,,36.29744118,174.1589729
42.752,-155.5999871,87.61954005,1.262524337,23.63401035,2,,,,,,,,,,,,,,,,,36.27810572,174.9189593
42.784,-156.3188033,87.84760764,1.262436249,23.56655087,2,,,,,,,,,,,,,,,,,36.26185539,175.6758801
42.816,-157.0329673,88.07428311,1.262358325,23.41482416,2,,,,,,,,,,,,,,,,,36.24735042,176.4275127
42.848,-157.7419165,88.29936669,1.262290282,23.24444619,2,,,,,,,,,,,,,,,,,36.23454518,177.1733218
42.88,-158.4455076,88.52282546,1.262232398,23.06949082,2,,,,,,,,,,,,,,,,,36.22352445,177.9131618
42.912,-159.1436777,88.74466198,1.262185897,22.89268758,2,,,,,,,,,,,,,,,,,36.21455176,178.6469229
42.944,-159.8363915,88.96485661,1.262141065,22.71464903,2,,,,,,,,,,,,,,,,,36.20590356,179.3749211
42.976,-160.5236462,89.18339555,1.262097754,22.53639241,2,,,,,,,,,,,,,,,,,36.19754495,180.0971608
43.008,-161.2054185,89.40028336,1.262055361,22.35748522,2,,,,,,,,,,,,,,,,,36.18938273,180.8140985
43.04,-161.8861695,89.61702432,1.261974435,22.32568421,2,,,,,,,,,,,,,,,,,36.1743378,181.5310649
43.072,-162.562455,89.83244852,1.261857575,22.18022979,2,,,,,,,,,,,,,,,,,36.15273368,182.2446093
43.104,-163.2335595,90.04631745,1.261741367,22.01121006,2,,,,,,,,,,,,,,,,,36.13117659,182.9527034
43.136,-163.8993038,90.25858135,1.261643739,21.8363829,2,,,,,,,,,,,,,,,,,36.11296856,183.6545173
43.168,-164.5596168,90.46921331,1.261558629,21.65918037,2,,,,,,,,,,,,,,,,,36.09702903,184.350197
43.2,-165.2144643,90.67818916,1.261473903,21.48073776,2,,,,,,,,,,,,,,,,,36.08112872,185.0401478
43.232,-165.8638276,90.88549855,1.261384387,21.30163457,2,,,,,,,,,,,,,,,,,36.06430484,185.7245392
43.264,-166.5076964,91.09114084,1.261292201,21.12222116,2,,,,,,,,,,,,,,,,,36.04694673,186.4032824
43.296,-167.1460664,91.29510945,1.261198153,20.94261808,2,,,,,,,,,,,,,,,,,36.02919663,187.0763406
43.328,-167.7789363,91.49739394,1.261100814,20.76287399,2,,,,,,,,,,,,,,,,,36.01077483,187.7437629
43.36,-168.4063061,91.69799014,1.261001864,20.5830953,2,,,,,,,,,,,,,,,,,35.99198888,188.405488
43.392,-169.0281782,91.89689669,1.260905315,20.40337068,2,,,,,,,,,,,,,,,,,35.97359322,189.061371
43.424,-169.6445565,92.09410698,1.260812768,20.22370344,2,,,,,,,,,,,,,,,,,35.95589076,189.7113551
43.456,-170.2554457,92.2896122,1.260724113,20.04409107,2,,,,,,,,,,,,,,,,,35.93885988,190.3554477
43.488,-170.8608509,92.48340737,1.260641042,19.86457999,2,,,,,,,,,,,,,,,,,35.92282637,190.9935913
43.52,-171.4607777,92.67548862,1.260566284,19.68520429,2,,,,,,,,,,,,,,,,,35.90832012,191.625691
43.552,-172.0552326,92.86584875,1.26050086,19.50594721,2,,,,,,,,,,,,,,,,,35.89554523,192.2517199
43.584,-172.6442233,93.05449899,1.260448,19.32703027,2,,,,,,,,,,,,,,,,,35.88515167,192.8715717
43.616,-173.2277591,93.24144751,1.260412076,19.14846955,2,,,,,,,,,,,,,,,,,35.87801425,193.4857359
43.648,-173.8122871,93.42878146,1.260568772,19.18167562,2,,,,,,,,,,,,,,,,,35.90827256,194.0939586
43.68,-174.3976922,93.61631685,1.260742106,19.20970599,2,,,,,,,,,,,,,,,,,35.9418852,194.7020021
43.712,-174.9792254,93.80251278,1.260887758,19.08170381,2,,,,,,,,,,,,,,,,,35.97021013,195.3068435
43.744,-175.555828,93.98703637,1.261034401,18.91901597,2,,,,,,,,,,,,,,,,,35.9988163,195.9064453
43.776,-176.1275692,94.1699063,1.261219631,18.75857734,2,,,,,,,,,,,,,,,,,36.03508586,196.4995298
43.808,-176.694696,94.35118029,1.261427984,18.60603706,2,,,,,,,,,,,,,,,,,36.07601739,197.0869098
43.84,-177.2574379,94.53092711,1.261650801,18.46098536,2,,,,,,,,,,,,,,,,,36.11993293,197.6692139
43.872,-177.8168192,94.70947067,1.261882618,18.34950787,2,,,,,,,,,,,,,,,,,36.16576917,198.2476204
43.904,-178.3729294,94.88683102,1.262115068,18.24088015,2,,,,,,,,,,,,,,,,,36.2118681,198.822526
43.936,-178.9258695,95.06303535,1.262345527,18.13552162,2,,,,,,,,,,,,,,,,,36.25770058,199.394126
43.968,-179.4756756,95.23809536,1.262573716,18.03135264,2,,,,,,,,,,,,,,,,,36.30320499,199.9624955
44,-180.022655,95.41211065,1.262800238,17.93727771,2,,,,,,,,,,,,,,,,,36.34849804,200.5279242
44.032,-180.5670054,95.58514296,1.263023538,17.84967305,2,,,,,,,,,,,,,,,,,36.3932611,201.090686
44.064,-181.1090258,95.75728647,1.263241747,17.77187105,2,,,,,,,,,,,,,,,,,36.43710943,201.6511601
44.096,-181.6489723,95.92862439,1.263453089,17.70247939,2,,,,,,,,,,,,,,,,,36.47967547,202.2096621
44.128,-182.1868949,96.0991768,1.263656832,17.6347729,2,,,,,,,,,,,,,,,,,36.52080215,202.7662806
44.16,-182.7229168,96.26898698,1.263853079,17.57114419,2,,,,,,,,,,,,,,,,,36.56050031,203.3211612
44.192,-183.2573508,96.4381578,1.264040837,17.51780879,2,,,,,,,,,,,,,,,,,36.59855722,203.8746485
44.224,-183.7902735,96.60671842,1.264218279,17.46702477,2,,,,,,,,,,,,,,,,,36.63458946,204.4268902
44.256,-184.3217347,96.77469211,1.264385102,17.41795015,2,,,,,,,,,,,,,,,,,36.66852411,204.9779572
44.288,-184.8518217,96.94211431,1.264541213,17.37180645,2,,,,,,,,,,,,,,,,,36.70033107,205.5279443
44.32,-185.3805889,97.10900981,1.264685898,17.32752561,2,,,,,,,,,,,,,,,,,36.72985202,206.0769822
44.352,-185.9085455,97.27554776,1.264817823,17.30000155,2,,,,,,,,,,,,,,,,,36.75680011,206.625612
44.384,-186.4357263,97.44174778,1.264934469,17.27370804,2,,,,,,,,,,,,,,,,,36.78064016,207.173957
44.416,-186.9620519,97.60759513,1.265036071,17.24490393,2,,,,,,,,,,,,,,,,,36.80140566,207.7219411
44.448,-187.4875693,97.77311501,1.265123481,17.21773921,2,,,,,,,,,,,,,,,,,36.81925871,208.2695956
44.48,-188.0124247,97.9383635,1.265196471,17.19545993,2,,,,,,,,,,,,,,,,,36.83413784,208.8170761
44.512,-188.5366591,98.10336391,1.26525443,17.17462255,2,,,,,,,,,,,,,,,,,36.84590109,209.3644611
44.544,-189.0604084,98.26817009,1.265297205,17.15833967,2,,,,,,,,,,,,,,,,,36.85450191,209.9119027
44.576,-189.5838098,98.43283592,1.265324333,17.14665159,2,,,,,,,,,,,,,,,,,36.85982825,210.4595562
44.608,-190.1069051,98.59738494,1.265335623,17.1364308,2,,,,,,,,,,,,,,,,,36.86182376,211.007472
44.64,-190.6296946,98.76182779,1.265331618,17.12632114,2,,,,,,,,,,,,,,,,,36.86058738,211.5556363
44.672,-191.1522063,98.92618395,1.265313166,17.11722616,2,,,,,,,,,,,,,,,,,36.85628396,212.1040478
44.704,-191.6744443,99.09046501,1.265281168,17.10836462,2,,,,,,,,,,,,,,,,,36.84909109,212.6526783
44.736,-192.1963931,99.25467566,1.265236336,17.09908168,2,,,,,,,,,,,,,,,,,36.83914722,213.2014966
44.768,-192.7181286,99.41884947,1.265179285,17.0923778,2,,,,,,,,,,,,,,,,,36.82657226,213.7505508
44.8,-193.2396143,99.5829836,1.265110628,17.08455836,2,,,,,,,,,,,,,,,,,36.81148544,214.2997877
44.832,-193.7608687,99.74709261,1.265031113,17.0774293,2,,,,,,,,,,,,,,,,,36.79403685,214.8492004
44.864,-194.2819076,99.9111896,1.26494152,17.070893,2,,,,,,,,,,,,,,,,,36.7743841,215.3987832
44.896,-194.802795,100.075302,1.264842552,17.06652373,2,,,,,,,,,,,,,,,,,36.75266959,215.9485794
44.928,-195.3236056,100.23946,1.264734793,17.06466008,2,,,,,,,,,,,,,,,,,36.7290104,216.4986467
44.96,-195.8444106,100.403692,1.264618732,17.06518952,2,,,,,,,,,,,,,,,,,36.70350364,217.0490395
44.992,-196.365245,100.5680147,1.264495513,17.06691741,2,,,,,,,,,,,,,,,,,36.67639029,217.5997497
45.024,-196.8861102,100.7324327,1.264366773,17.06873526,2,,,,,,,,,,,,,,,,,36.64801912,218.1507176
45.056,-197.4069907,100.8969447,1.264234095,17.0700714,2,,,,,,,,,,,,,,,,,36.61873055,218.7018762
45.088,-197.927948,101.0615731,1.264098966,17.07345805,2,,,,,,,,,,,,,,,,,36.58884708,219.25323
45.12,-198.4489839,101.2263203,1.263962699,17.07692009,2,,,,,,,,,,,,,,,,,36.55865461,219.804733
45.152,-198.9701011,101.3911881,1.263826757,17.08047506,2,,,,,,,,,,,,,,,,,36.52847465,220.3563337
