,Distance,Received Power,Speed,Azimuth
1,55.87564583394369,-60.00201280218366,2.820860423677131,-0.18598799452894063
2,48.56661303934722,-57.56662326525834,4.472311930630198,-0.05564149751159032
3,27.99594343943515,-44.98861984197155,3.0584427231590605,-0.2938591053750523
4,1.3782866459828043,4.313307500534881,-0.08311726252668826,-0.7942383226006271
5,4.55562103903968,-16.455014163907975,-1.361177272810274,-0.34159937224401826
6,7.812558331269204,-25.824841483473232,-1.366552467276027,-0.28401096379153873
7,21.55936561543669,-43.45854966849451,-4.493408606383261,0.4306833574246374
8,36.665338598721824,-52.683338564873026,-7.077144552641312,0.07471242054735742
9,50.9241328076662,-58.39005624875438,-5.918436760084589,0.10027775490126029
10,60.0,-61.23916058052244,-8.750027178055488,0.15536031596279865
